"","ActivityStartDate","CharacteristicName","ResultMeasureValue","ResultMeasure.MeasureUnitCode"
"13163",1992,"Phosphate-phosphorus","0.096","mg/l"
"13165",1995,"Phosphate-phosphorus","0.096","mg/l"
"13167",1992,"Phosphate-phosphorus","0.108","mg/l"
"13173",2012,"Phosphate-phosphorus","0.018","mg/l"
"13175",2012,"Phosphate-phosphorus","0.017","mg/l"
"13178",2012,"Phosphate-phosphorus","0.065","mg/l"
"13184",2012,"Phosphate-phosphorus","0.361","mg/l"
"13192",2013,"Phosphate-phosphorus","0.255","mg/l"
"13198",2013,"Phosphate-phosphorus","0.0581","mg/l"
"13201",2015,"Phosphate-phosphorus","0.0401","mg/l"
"13246",2015,"Phosphate-phosphorus","0.0228","mg/l"
"13255",2014,"Phosphate-phosphorus","0.0765","mg/l"
"13259",2017,"Phosphate-phosphorus","0.187","mg/l"
"13287",2002,"Phosphate-phosphorus","0.131","mg/l"
"13289",2005,"Phosphate-phosphorus","0.047","mg/l"
"13294",1996,"Phosphate-phosphorus","0.368","mg/l"
"13296",2004,"Phosphate-phosphorus","0.066","mg/l"
"13304",2003,"Phosphate-phosphorus","0.133","mg/l"
"13311",1999,"Phosphate-phosphorus","0.137","mg/l"
"13317",2001,"Phosphate-phosphorus","0.090","mg/l"
"13320",2002,"Phosphate-phosphorus","0.018","mg/l"
"13322",2002,"Phosphate-phosphorus","0.118","mg/l"
"13326",2002,"Phosphate-phosphorus","0.154","mg/l"
"13331",1998,"Phosphate-phosphorus","0.067","mg/l"
"13335",1996,"Phosphate-phosphorus","0.088","mg/l"
"13338",2004,"Phosphate-phosphorus","0.062","mg/l"
"13353",1999,"Phosphate-phosphorus","0.137","mg/l"
"13368",1996,"Phosphate-phosphorus","0.239","mg/l"
"13371",2000,"Phosphate-phosphorus","0.096","mg/l"
"13372",2002,"Phosphate-phosphorus","0.118","mg/l"
"13374",1996,"Phosphate-phosphorus","0.056","mg/l"
"13395",2008,"Phosphate-phosphorus","0.152","mg/l"
"13396",2008,"Phosphate-phosphorus","0.065","mg/l"
"13417",2007,"Phosphate-phosphorus","0.050","mg/l"
"13438",2007,"Phosphate-phosphorus","0.461","mg/l"
"13442",2007,"Phosphate-phosphorus","0.143","mg/l"
"13446",2015,"Phosphate-phosphorus","0.0538","mg/l"
"13452",2008,"Phosphate-phosphorus","0.186","mg/l"
"13459",2008,"Phosphate-phosphorus","0.075","mg/l"
"13462",2008,"Phosphate-phosphorus","0.087","mg/l"
"13467",2014,"Phosphate-phosphorus","0.169","mg/l"
"13478",1989,"Phosphate-phosphorus","0.06","mg/l"
"13487",1990,"Phosphate-phosphorus","0.079","mg/l"
"13491",1990,"Phosphate-phosphorus","0.089","mg/l"
"13495",1990,"Phosphate-phosphorus","0.059","mg/l"
"13501",1990,"Phosphate-phosphorus","0.24","mg/l"
"13504",1991,"Phosphate-phosphorus","0.21","mg/l"
"13511",1992,"Phosphate-phosphorus","0.040","mg/l"
"13513",1992,"Phosphate-phosphorus","0.27","mg/l"
"13522",1994,"Phosphate-phosphorus","0.34","mg/l"
"13524",1993,"Phosphate-phosphorus","0.26","mg/l"
"13528",1992,"Phosphate-phosphorus","0.057","mg/l"
"13531",1995,"Phosphate-phosphorus","0.126","mg/l"
"13533",1995,"Phosphate-phosphorus","0.144","mg/l"
"13537",1994,"Phosphate-phosphorus","0.112","mg/l"
"13542",2010,"Phosphate-phosphorus","0.445","mg/l"
"13544",2012,"Phosphate-phosphorus","0.070","mg/l"
"13552",2013,"Phosphate-phosphorus","0.0232","mg/l"
"13559",2014,"Phosphate-phosphorus","0.0363","mg/l"
"13562",2014,"Phosphate-phosphorus","0.105","mg/l"
"13610",2015,"Phosphate-phosphorus","0.130","mg/l"
"13639",2019,"Phosphate-phosphorus","0.150","mg/l"
"13705",2018,"Phosphate-phosphorus","0.110","mg/l"
"13713",2017,"Phosphate-phosphorus","0.504","mg/l"
"13719",1998,"Phosphate-phosphorus","0.130","mg/l"
"13725",1996,"Phosphate-phosphorus","0.106","mg/l"
"13729",1999,"Phosphate-phosphorus","0.131","mg/l"
"13730",1996,"Phosphate-phosphorus","0.032","mg/l"
"13739",2003,"Phosphate-phosphorus","0.020","mg/l"
"13743",2002,"Phosphate-phosphorus","0.103","mg/l"
"13747",2001,"Phosphate-phosphorus","","mg/l"
"13748",2004,"Phosphate-phosphorus","0.104","mg/l"
"13751",1997,"Phosphate-phosphorus","0.143","mg/l"
"13753",2006,"Phosphate-phosphorus","0.090","mg/l"
"13762",2002,"Phosphate-phosphorus","0.096","mg/l"
"13766",2001,"Phosphate-phosphorus","0.161","mg/l"
"13781",2000,"Phosphate-phosphorus","0.094","mg/l"
"13783",1998,"Phosphate-phosphorus","0.050","mg/l"
"13786",2000,"Phosphate-phosphorus","0.043","mg/l"
"13810",2009,"Phosphate-phosphorus","0.063","mg/l"
"13815",2011,"Phosphate-phosphorus","0.387","mg/l"
"13820",2008,"Phosphate-phosphorus","0.315","mg/l"
"13836",2011,"Phosphate-phosphorus","0.216","mg/l"
"13838",2007,"Phosphate-phosphorus","0.285","mg/l"
"13839",2007,"Phosphate-phosphorus","0.202","mg/l"
"13847",2011,"Phosphate-phosphorus","0.076","mg/l"
"13852",2011,"Phosphate-phosphorus","0.051","mg/l"
"13856",2008,"Phosphate-phosphorus","0.041","mg/l"
"13866",2008,"Phosphate-phosphorus","0.374","mg/l"
"13868",2010,"Phosphate-phosphorus","0.077","mg/l"
"13874",1988,"Phosphate-phosphorus","0.49","mg/l"
"13889",1989,"Phosphate-phosphorus","0.33","mg/l"
"13891",1990,"Phosphate-phosphorus","0.098","mg/l"
"13898",1990,"Phosphate-phosphorus","0.29","mg/l"
"13903",1991,"Phosphate-phosphorus","0.51","mg/l"
"13906",1993,"Phosphate-phosphorus","0.33","mg/l"
"13910",1994,"Phosphate-phosphorus","0.124","mg/l"
"13919",1993,"Phosphate-phosphorus","0.175","mg/l"
"13928",1994,"Phosphate-phosphorus","0.180","mg/l"
"13936",2011,"Phosphate-phosphorus","0.113","mg/l"
"13947",2013,"Phosphate-phosphorus","0.460","mg/l"
"13977",2015,"Phosphate-phosphorus","0.0261","mg/l"
"13983",2014,"Phosphate-phosphorus","0.0419","mg/l"
"14011",2017,"Phosphate-phosphorus","0.0931","mg/l"
"14013",2019,"Phosphate-phosphorus","0.0508","mg/l"
"14014",2019,"Phosphate-phosphorus","0.0513","mg/l"
"14017",2018,"Phosphate-phosphorus","0.122","mg/l"
"14020",2018,"Phosphate-phosphorus","0.0852","mg/l"
"14028",2018,"Phosphate-phosphorus","0.180","mg/l"
"14031",2018,"Phosphate-phosphorus","0.148","mg/l"
"14050",2005,"Phosphate-phosphorus","0.036","mg/l"
"14059",2005,"Phosphate-phosphorus","0.148","mg/l"
"14070",1998,"Phosphate-phosphorus","0.133","mg/l"
"14086",1998,"Phosphate-phosphorus","0.150","mg/l"
"14092",2000,"Phosphate-phosphorus","0.087","mg/l"
"14101",1996,"Phosphate-phosphorus","0.132","mg/l"
"14104",1997,"Phosphate-phosphorus","0.168","mg/l"
"14106",2006,"Phosphate-phosphorus","0.068","mg/l"
"14107",2000,"Phosphate-phosphorus","0.138","mg/l"
"14121",2009,"Phosphate-phosphorus","0.113","mg/l"
"14136",2011,"Phosphate-phosphorus","0.073","mg/l"
"14184",1990,"Phosphate-phosphorus","0.125","mg/l"
"14188",1989,"Phosphate-phosphorus","0.20","mg/l"
"14192",1991,"Phosphate-phosphorus","0.140","mg/l"
"14194",1991,"Phosphate-phosphorus","0.25","mg/l"
"14201",1991,"Phosphate-phosphorus","0.016","mg/l"
"14205",1993,"Phosphate-phosphorus","0.39","mg/l"
"14214",1992,"Phosphate-phosphorus","0.126","mg/l"
"14217",1994,"Phosphate-phosphorus","0.0530","mg/l"
"14220",1993,"Phosphate-phosphorus","0.186","mg/l"
"14226",1993,"Phosphate-phosphorus","0.125","mg/l"
"14231",1994,"Phosphate-phosphorus","0.156","mg/l"
"14234",1994,"Phosphate-phosphorus","0.144","mg/l"
"14235",2009,"Phosphate-phosphorus","0.144","mg/l"
"14241",2012,"Phosphate-phosphorus","0.061","mg/l"
"14251",2013,"Phosphate-phosphorus","0.0169","mg/l"
"14256",2015,"Phosphate-phosphorus","0.169","mg/l"
"14290",2016,"Phosphate-phosphorus","0.0575","mg/l"
"14292",2015,"Phosphate-phosphorus","0.0924","mg/l"
"14295",2016,"Phosphate-phosphorus","0.550","mg/l"
"14319",2018,"Phosphate-phosphorus","0.119","mg/l"
"14323",2018,"Phosphate-phosphorus","0.137","mg/l"
"14326",2018,"Phosphate-phosphorus","0.0990","mg/l"
"14329",2018,"Phosphate-phosphorus","0.133","mg/l"
"14332",2019,"Phosphate-phosphorus","0.303","mg/l"
"14378",1996,"Phosphate-phosphorus","0.135","mg/l"
"14385",2003,"Phosphate-phosphorus","0.068","mg/l"
"14386",2003,"Phosphate-phosphorus","0.091","mg/l"
"14389",2007,"Phosphate-phosphorus","0.127","mg/l"
"14394",2001,"Phosphate-phosphorus","0.063","mg/l"
"14395",1997,"Phosphate-phosphorus","0.115","mg/l"
"14399",2000,"Phosphate-phosphorus","0.112","mg/l"
"14405",1998,"Phosphate-phosphorus","0.144","mg/l"
"14413",1999,"Phosphate-phosphorus","0.527","mg/l"
"14425",1999,"Phosphate-phosphorus","0.372","mg/l"
"14430",1996,"Phosphate-phosphorus","0.265","mg/l"
"14437",1989,"Phosphate-phosphorus","0.11","mg/l"
"14441",2009,"Phosphate-phosphorus","0.103","mg/l"
"14451",2007,"Phosphate-phosphorus","0.072","mg/l"
"14469",2014,"Phosphate-phosphorus","0.435","mg/l"
"14471",2010,"Phosphate-phosphorus","0.174","mg/l"
"14484",1988,"Phosphate-phosphorus","0.080","mg/l"
"14487",1989,"Phosphate-phosphorus","0.125","mg/l"
"14490",2010,"Phosphate-phosphorus","0.038","mg/l"
"14491",1989,"Phosphate-phosphorus","0.02","mg/l"
"14497",1990,"Phosphate-phosphorus","0.101","mg/l"
"14509",1990,"Phosphate-phosphorus","0.131","mg/l"
"14514",1991,"Phosphate-phosphorus","0.097","mg/l"
"14521",1992,"Phosphate-phosphorus","0.069","mg/l"
"14523",1994,"Phosphate-phosphorus","0.31","mg/l"
"14531",1992,"Phosphate-phosphorus","0.108","mg/l"
"14532",1994,"Phosphate-phosphorus","0.0800","mg/l"
"14544",1994,"Phosphate-phosphorus","0.134","mg/l"
"14546",1994,"Phosphate-phosphorus","0.136","mg/l"
"14552",1995,"Phosphate-phosphorus","0.039","mg/l"
"14553",1993,"Phosphate-phosphorus","0.123","mg/l"
"14573",2009,"Phosphate-phosphorus","0.136","mg/l"
"14580",2012,"Phosphate-phosphorus","0.033","mg/l"
"14583",2012,"Phosphate-phosphorus","0.287","mg/l"
"14585",2013,"Phosphate-phosphorus","0.0262","mg/l"
"14631",2015,"Phosphate-phosphorus","0.0261","mg/l"
"14634",2015,"Phosphate-phosphorus","0.0264","mg/l"
"14640",2016,"Phosphate-phosphorus","0.0547","mg/l"
"14645",2017,"Phosphate-phosphorus","0.0754","mg/l"
"14646",2016,"Phosphate-phosphorus","0.0281","mg/l"
"14649",2016,"Phosphate-phosphorus","0.288","mg/l"
"14653",2016,"Phosphate-phosphorus","0.0216","mg/l"
"14667",2017,"Phosphate-phosphorus","0.103","mg/l"
"14670",2018,"Phosphate-phosphorus","0.358","mg/l"
"14671",2018,"Phosphate-phosphorus","0.230","mg/l"
"14674",2019,"Phosphate-phosphorus","0.0507","mg/l"
"14703",2001,"Phosphate-phosphorus","0.092","mg/l"
"14706",2002,"Phosphate-phosphorus","0.080","mg/l"
"14709",2002,"Phosphate-phosphorus","0.027","mg/l"
"14713",2000,"Phosphate-phosphorus","0.093","mg/l"
"14722",1998,"Phosphate-phosphorus","0.464","mg/l"
"14733",2001,"Phosphate-phosphorus","0.136","mg/l"
"14744",2001,"Phosphate-phosphorus","0.010","mg/l"
"14752",2000,"Phosphate-phosphorus","0.107","mg/l"
"14760",2001,"Phosphate-phosphorus","0.037","mg/l"
"14762",1999,"Phosphate-phosphorus","0.109","mg/l"
"14773",2002,"Phosphate-phosphorus","0.106","mg/l"
"14782",2002,"Phosphate-phosphorus","0.408","mg/l"
"14793",2011,"Phosphate-phosphorus","0.018","mg/l"
"14798",2007,"Phosphate-phosphorus","0.241","mg/l"
"14821",2008,"Phosphate-phosphorus","0.072","mg/l"
"14822",2009,"Phosphate-phosphorus","0.075","mg/l"
"14825",2010,"Phosphate-phosphorus","0.067","mg/l"
"14841",2012,"Phosphate-phosphorus","0.086","mg/l"
"14844",1989,"Phosphate-phosphorus","0.031","mg/l"
"14863",1991,"Phosphate-phosphorus","0.046","mg/l"
"14868",1993,"Phosphate-phosphorus","0.077","mg/l"
"14880",1992,"Phosphate-phosphorus","0.034","mg/l"
"14885",1991,"Phosphate-phosphorus","0.17","mg/l"
"14892",1993,"Phosphate-phosphorus","0.159","mg/l"
"14900",2010,"Phosphate-phosphorus","0.037","mg/l"
"14901",1992,"Phosphate-phosphorus","0.040","mg/l"
"14905",2009,"Phosphate-phosphorus","0.165","mg/l"
"14917",2012,"Phosphate-phosphorus","0.017","mg/l"
"14925",2014,"Phosphate-phosphorus","0.0944","mg/l"
"14970",2017,"Phosphate-phosphorus","0.0218","mg/l"
"14974",2019,"Phosphate-phosphorus","0.128","mg/l"
"14998",2018,"Phosphate-phosphorus","0.0192","mg/l"
"15004",2017,"Phosphate-phosphorus","0.0460","mg/l"
"15006",2017,"Phosphate-phosphorus","0.284","mg/l"
"15010",2018,"Phosphate-phosphorus","0.0563","mg/l"
"15017",2018,"Phosphate-phosphorus","0.0413","mg/l"
"15043",2018,"Phosphate-phosphorus","0.261","mg/l"
"15045",2019,"Phosphate-phosphorus","0.268","mg/l"
"15057",1996,"Phosphate-phosphorus","0.019","mg/l"
"15077",2005,"Phosphate-phosphorus","0.116","mg/l"
"15084",2000,"Phosphate-phosphorus","0.113","mg/l"
"15097",1998,"Phosphate-phosphorus","0.119","mg/l"
"15104",2002,"Phosphate-phosphorus","0.365","mg/l"
"15105",2006,"Phosphate-phosphorus","0.147","mg/l"
"15120",1997,"Phosphate-phosphorus","0.411","mg/l"
"15122",1996,"Phosphate-phosphorus","0.108","mg/l"
"15123",1999,"Phosphate-phosphorus","0.106","mg/l"
"15126",1999,"Phosphate-phosphorus","0.037","mg/l"
"15136",1997,"Phosphate-phosphorus","0.122","mg/l"
"15154",2000,"Phosphate-phosphorus","0.045","mg/l"
"15156",2004,"Phosphate-phosphorus","0.097","mg/l"
"15170",1998,"Phosphate-phosphorus","0.105","mg/l"
"15219",2011,"Phosphate-phosphorus","0.230","mg/l"
"15225",1990,"Phosphate-phosphorus","0.109","mg/l"
"15229",1990,"Phosphate-phosphorus","0.151","mg/l"
"15236",1990,"Phosphate-phosphorus","0.46","mg/l"
"15237",1991,"Phosphate-phosphorus","0.11","mg/l"
"15248",1993,"Phosphate-phosphorus","0.101","mg/l"
"15259",1993,"Phosphate-phosphorus","0.49","mg/l"
"15268",1992,"Phosphate-phosphorus","0.29","mg/l"
"15275",2010,"Phosphate-phosphorus","0.031","mg/l"
"15281",2012,"Phosphate-phosphorus","0.017","mg/l"
"15287",2014,"Phosphate-phosphorus","0.0711","mg/l"
"15289",2013,"Phosphate-phosphorus","0.258","mg/l"
"15292",2013,"Phosphate-phosphorus","0.0378","mg/l"
"15336",2016,"Phosphate-phosphorus","0.205","mg/l"
"15343",2014,"Phosphate-phosphorus","0.0990","mg/l"
"15344",2014,"Phosphate-phosphorus","0.0280","mg/l"
"15396",2005,"Phosphate-phosphorus","0.118","mg/l"
"15400",2003,"Phosphate-phosphorus","0.230","mg/l"
"15403",1999,"Phosphate-phosphorus","0.106","mg/l"
"15408",2004,"Phosphate-phosphorus","0.120","mg/l"
"15416",1997,"Phosphate-phosphorus","0.122","mg/l"
"15417",1998,"Phosphate-phosphorus","0.122","mg/l"
"15418",1995,"Phosphate-phosphorus","0.113","mg/l"
"15431",1998,"Phosphate-phosphorus","0.148","mg/l"
"15433",2003,"Phosphate-phosphorus","0.085","mg/l"
"15434",1998,"Phosphate-phosphorus","0.138","mg/l"
"15435",2007,"Phosphate-phosphorus","0.126","mg/l"
"15440",2007,"Phosphate-phosphorus","0.123","mg/l"
"15446",2006,"Phosphate-phosphorus","0.138","mg/l"
"15449",1999,"Phosphate-phosphorus","0.265","mg/l"
"15454",1999,"Phosphate-phosphorus","0.074","mg/l"
"15475",1989,"Phosphate-phosphorus","0.098","mg/l"
"15477",2011,"Phosphate-phosphorus","0.020","mg/l"
"15479",2007,"Phosphate-phosphorus","0.124","mg/l"
"15489",2011,"Phosphate-phosphorus","0.087","mg/l"
"15529",1989,"Phosphate-phosphorus","0.189","mg/l"
"15531",2010,"Phosphate-phosphorus","0.064","mg/l"
"15540",1990,"Phosphate-phosphorus","0.060","mg/l"
"15543",1990,"Phosphate-phosphorus","0.079","mg/l"
"15550",1991,"Phosphate-phosphorus","0.100","mg/l"
"15557",1991,"Phosphate-phosphorus","0.13","mg/l"
"15563",1992,"Phosphate-phosphorus","0.060","mg/l"
"15565",1991,"Phosphate-phosphorus","0.46","mg/l"
"15566",1992,"Phosphate-phosphorus","0.087","mg/l"
"15573",1993,"Phosphate-phosphorus","0.15","mg/l"
"15577",1993,"Phosphate-phosphorus","0.18","mg/l"
"15596",1994,"Phosphate-phosphorus","0.15","mg/l"
"15602",2011,"Phosphate-phosphorus","0.580","mg/l"
"15608",2012,"Phosphate-phosphorus","0.031","mg/l"
"15616",2012,"Phosphate-phosphorus","0.055","mg/l"
"15623",2013,"Phosphate-phosphorus","0.0253","mg/l"
"15690",2015,"Phosphate-phosphorus","0.0219","mg/l"
"15699",2016,"Phosphate-phosphorus","0.113","mg/l"
"15734",2018,"Phosphate-phosphorus","0.0677","mg/l"
"15769",2018,"Phosphate-phosphorus","0.185","mg/l"
"15854",1999,"Phosphate-phosphorus","0.113","mg/l"
"15865",2005,"Phosphate-phosphorus","0.164","mg/l"
"15869",2006,"Phosphate-phosphorus","0.145","mg/l"
"15870",2003,"Phosphate-phosphorus","0.151","mg/l"
"15871",1997,"Phosphate-phosphorus","0.042","mg/l"
"15872",2002,"Phosphate-phosphorus","0.175","mg/l"
"15878",1996,"Phosphate-phosphorus","0.014","mg/l"
"15894",2011,"Phosphate-phosphorus","0.045","mg/l"
"15900",2007,"Phosphate-phosphorus","0.080","mg/l"
"15914",2011,"Phosphate-phosphorus","0.167","mg/l"
"15917",2007,"Phosphate-phosphorus","0.144","mg/l"
"15925",2014,"Phosphate-phosphorus","0.263","mg/l"
"15932",2010,"Phosphate-phosphorus","0.246","mg/l"
"15936",2009,"Phosphate-phosphorus","0.312","mg/l"
"15953",1988,"Phosphate-phosphorus","0.070","mg/l"
"15955",2011,"Phosphate-phosphorus","0.082","mg/l"
"15963",1990,"Phosphate-phosphorus","0.095","mg/l"
"15965",1990,"Phosphate-phosphorus","0.088","mg/l"
"15972",1990,"Phosphate-phosphorus","0.36","mg/l"
"15984",1991,"Phosphate-phosphorus","0.065","mg/l"
"15992",1992,"Phosphate-phosphorus","0.093","mg/l"
"15996",1991,"Phosphate-phosphorus","0.028","mg/l"
"16000",1995,"Phosphate-phosphorus","0.032","mg/l"
"16003",2012,"Phosphate-phosphorus","0.019","mg/l"
"16011",2013,"Phosphate-phosphorus","0.346","mg/l"
"16017",2015,"Phosphate-phosphorus","0.207","mg/l"
"16031",2015,"Phosphate-phosphorus","0.0912","mg/l"
"16072",2014,"Phosphate-phosphorus","0.0645","mg/l"
"16073",2014,"Phosphate-phosphorus","0.0922","mg/l"
"16075",2014,"Phosphate-phosphorus","0.0529","mg/l"
"16076",2014,"Phosphate-phosphorus","0.0518","mg/l"
"16077",2018,"Phosphate-phosphorus","0.196","mg/l"
"16081",2018,"Phosphate-phosphorus","0.0339","mg/l"
"16084",2017,"Phosphate-phosphorus","0.0317","mg/l"
"16121",2018,"Phosphate-phosphorus","0.132","mg/l"
"16135",2000,"Phosphate-phosphorus","0.040","mg/l"
"16145",2000,"Phosphate-phosphorus","0.042","mg/l"
"16148",2004,"Phosphate-phosphorus","0.182","mg/l"
"16155",2003,"Phosphate-phosphorus","0.175","mg/l"
"16173",1996,"Phosphate-phosphorus","0.112","mg/l"
"16176",1999,"Phosphate-phosphorus","0.710","mg/l"
"16184",2000,"Phosphate-phosphorus","0.079","mg/l"
"16186",1995,"Phosphate-phosphorus","0.049","mg/l"
"16188",1999,"Phosphate-phosphorus","0.034","mg/l"
"16191",2000,"Phosphate-phosphorus","0.096","mg/l"
"16196",1998,"Phosphate-phosphorus","0.034","mg/l"
"16205",2003,"Phosphate-phosphorus","0.021","mg/l"
"16209",2002,"Phosphate-phosphorus","0.092","mg/l"
"16212",2002,"Phosphate-phosphorus","0.023","mg/l"
"16224",1989,"Phosphate-phosphorus","0.077","mg/l"
"16236",2014,"Phosphate-phosphorus","0.0276","mg/l"
"16245",2011,"Phosphate-phosphorus","0.079","mg/l"
"16280",2010,"Phosphate-phosphorus","0.223","mg/l"
"16283",2010,"Phosphate-phosphorus","0.069","mg/l"
"16289",2010,"Phosphate-phosphorus","0.026","mg/l"
"16292",1989,"Phosphate-phosphorus","0.24","mg/l"
"16297",1988,"Phosphate-phosphorus","0.019","mg/l"
"16307",1989,"Phosphate-phosphorus","0.024","mg/l"
"16318",1990,"Phosphate-phosphorus","0.046","mg/l"
"16319",1991,"Phosphate-phosphorus","0.132","mg/l"
"16326",1993,"Phosphate-phosphorus","0.108","mg/l"
"16362",1993,"Phosphate-phosphorus","0.116","mg/l"
"16371",2012,"Phosphate-phosphorus","0.043","mg/l"
"16375",2012,"Phosphate-phosphorus","0.020","mg/l"
"16383",2013,"Phosphate-phosphorus","0.358","mg/l"
"16392",2014,"Phosphate-phosphorus","0.163","mg/l"
"16403",2014,"Phosphate-phosphorus","0.0835","mg/l"
"16448",2015,"Phosphate-phosphorus","0.0416","mg/l"
"16452",2014,"Phosphate-phosphorus","0.148","mg/l"
"16471",2017,"Phosphate-phosphorus","0.209","mg/l"
"16477",2019,"Phosphate-phosphorus","0.101","mg/l"
"16481",2018,"Phosphate-phosphorus","0.128","mg/l"
"16485",2019,"Phosphate-phosphorus","0.417","mg/l"
"16490",1999,"Phosphate-phosphorus","0.049","mg/l"
"16513",2003,"Phosphate-phosphorus","0.058","mg/l"
"16515",2005,"Phosphate-phosphorus","0.082","mg/l"
"16520",2003,"Phosphate-phosphorus","0.520","mg/l"
"16529",2002,"Phosphate-phosphorus","0.102","mg/l"
"16530",2002,"Phosphate-phosphorus","0.160","mg/l"
"16535",2003,"Phosphate-phosphorus","0.022","mg/l"
"16543",2001,"Phosphate-phosphorus","0.132","mg/l"
"16549",2000,"Phosphate-phosphorus","0.137","mg/l"
"16555",1998,"Phosphate-phosphorus","0.037","mg/l"
"16580",2011,"Phosphate-phosphorus","0.085","mg/l"
"16617",2011,"Phosphate-phosphorus","0.262","mg/l"
"16620",2011,"Phosphate-phosphorus","0.195","mg/l"
"16631",2014,"Phosphate-phosphorus","0.323","mg/l"
"16639",2008,"Phosphate-phosphorus","0.039","mg/l"
"16645",1989,"Phosphate-phosphorus","0.065","mg/l"
"16649",1988,"Phosphate-phosphorus","0.37","mg/l"
"16663",1989,"Phosphate-phosphorus","0.091","mg/l"
"16669",1990,"Phosphate-phosphorus","0.203","mg/l"
"16677",1990,"Phosphate-phosphorus","0.043","mg/l"
"16678",1991,"Phosphate-phosphorus","0.084","mg/l"
"16701",1994,"Phosphate-phosphorus","0.40","mg/l"
"16709",1993,"Phosphate-phosphorus","0.140","mg/l"
"16721",1993,"Phosphate-phosphorus","0.174","mg/l"
"16723",1991,"Phosphate-phosphorus","0.031","mg/l"
"16726",2010,"Phosphate-phosphorus","0.226","mg/l"
"16730",2013,"Phosphate-phosphorus","0.067","mg/l"
"16737",2013,"Phosphate-phosphorus","0.305","mg/l"
"16741",2014,"Phosphate-phosphorus","0.0796","mg/l"
"16743",2014,"Phosphate-phosphorus","0.160","mg/l"
"16786",2019,"Phosphate-phosphorus","0.102","mg/l"
"16787",2015,"Phosphate-phosphorus","0.274","mg/l"
"16789",2014,"Phosphate-phosphorus","0.0559","mg/l"
"16822",2018,"Phosphate-phosphorus","0.116","mg/l"
"16827",2017,"Phosphate-phosphorus","0.0679","mg/l"
"16831",2017,"Phosphate-phosphorus","0.0469","mg/l"
"16866",1997,"Phosphate-phosphorus","0.148","mg/l"
"16875",2005,"Phosphate-phosphorus","0.125","mg/l"
"16876",2005,"Phosphate-phosphorus","0.468","mg/l"
"16884",2004,"Phosphate-phosphorus","0.119","mg/l"
"16888",2003,"Phosphate-phosphorus","0.129","mg/l"
"16891",2005,"Phosphate-phosphorus","0.201","mg/l"
"16894",2003,"Phosphate-phosphorus","0.021","mg/l"
"16900",1997,"Phosphate-phosphorus","0.083","mg/l"
"16902",2000,"Phosphate-phosphorus","0.099","mg/l"
"16918",2006,"Phosphate-phosphorus","0.089","mg/l"
"16919",2001,"Phosphate-phosphorus","0.118","mg/l"
"16936",2001,"Phosphate-phosphorus","0.026","mg/l"
"16937",2002,"Phosphate-phosphorus","0.076","mg/l"
"16938",2002,"Phosphate-phosphorus","0.142","mg/l"
"16943",2001,"Phosphate-phosphorus","0.096","mg/l"
"16947",2004,"Phosphate-phosphorus","0.020","mg/l"
"16950",2009,"Phosphate-phosphorus","0.155","mg/l"
"16952",2007,"Phosphate-phosphorus","0.105","mg/l"
"16959",2010,"Phosphate-phosphorus","0.108","mg/l"
"16971",2015,"Phosphate-phosphorus","0.0812","mg/l"
"17002",2010,"Phosphate-phosphorus","0.041","mg/l"
"17006",1988,"Phosphate-phosphorus","0.48","mg/l"
"17008",1990,"Phosphate-phosphorus","0.095","mg/l"
"17015",1989,"Phosphate-phosphorus","0.034","mg/l"
"17022",1989,"Phosphate-phosphorus","0.16","mg/l"
"17032",1991,"Phosphate-phosphorus","0.111","mg/l"
"17040",1994,"Phosphate-phosphorus","0.25","mg/l"
"17052",2011,"Phosphate-phosphorus","0.018","mg/l"
"17057",2009,"Phosphate-phosphorus","0.143","mg/l"
"17062",2012,"Phosphate-phosphorus","0.445","mg/l"
"17070",2012,"Phosphate-phosphorus","0.084","mg/l"
"17158",2015,"Phosphate-phosphorus","0.369","mg/l"
"17168",2014,"Phosphate-phosphorus","0.0864","mg/l"
"17208",2017,"Phosphate-phosphorus","0.313","mg/l"
"17212",2018,"Phosphate-phosphorus","0.0849","mg/l"
"17222",1998,"Phosphate-phosphorus","0.152","mg/l"
"17225",1999,"Phosphate-phosphorus","0.037","mg/l"
"17231",1996,"Phosphate-phosphorus","0.106","mg/l"
"17236",2004,"Phosphate-phosphorus","0.062","mg/l"
"17239",1997,"Phosphate-phosphorus","0.301","mg/l"
"17244",1997,"Phosphate-phosphorus","0.331","mg/l"
"17253",2000,"Phosphate-phosphorus","0.138","mg/l"
"17259",2001,"Phosphate-phosphorus","0.155","mg/l"
"17273",2001,"Phosphate-phosphorus","0.099","mg/l"
"17275",2002,"Phosphate-phosphorus","0.110","mg/l"
"17277",2001,"Phosphate-phosphorus","0.089","mg/l"
"17281",2003,"Phosphate-phosphorus","0.118","mg/l"
"17284",1999,"Phosphate-phosphorus","0.134","mg/l"
"17288",1996,"Phosphate-phosphorus","0.113","mg/l"
"17289",1996,"Phosphate-phosphorus","0.125","mg/l"
"17290",2000,"Phosphate-phosphorus","0.047","mg/l"
"17296",1999,"Phosphate-phosphorus","0.140","mg/l"
"17297",1998,"Phosphate-phosphorus","0.137","mg/l"
"17309",2009,"Phosphate-phosphorus","0.058","mg/l"
"17314",2007,"Phosphate-phosphorus","0.088","mg/l"
"17317",2011,"Phosphate-phosphorus","0.123","mg/l"
